rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
3,4,6,10,7,1,9,2,5,8,10.0,1.0
10,10,7,10,10,1,5,7,3,5,,
10,10,10,10,10,1,2,5,3,5,,
10,10,10,10,10,1,10,10,2,3,,
10,1,10,5,10,10,9,10,10,6,,
10,2,1,7,3,9,8,6,4,5,,
10,8,5,10,3,6,2,4,1,7,,
10,10,10,10,10,1,10,3,2,10,,
10,10,10,10,4,1,5,3,2,6,,
9,8,10,7,5,1,2,4,3,6,,
5,3,8,9,10,1,6,4,7,2,,
4,8,5,10,10,1,2,4,2,6,,
10,1,10,10,10,2,10,10,3,4,,
10,10,10,10,10,5,10,10,1,10,,
6,10,2,10,10,1,4,5,3,10,,
10,10,10,7,6,4,3,1,2,5,,
10,10,10,8,5,1,3,2,6,10,,
5,3,6,2,10,10,10,1,10,10,,
6,5,10,8,9,1,2,4,7,3,,
10,10,10,10,4,1,3,10,2,10,,
10,6,7,8,9,1,3,2,4,5,,
10,1,10,4,10,4,2,2,3,5,,
3,10,10,10,10,1,6,4,2,5,,
10,10,10,10,5,1,3,10,4,2,,
10,10,10,10,10,2,10,10,1,3,,
4,9,6,8,10,3,1,7,2,5,,
10,10,10,10,10,1,10,10,10,10,,
7,9,8,10,3,1,5,4,2,6,,
8,7,9,3,5,1,4,6,2,10,,
6,7,10,9,4,5,8,2,3,1,,
10,10,10,4,6,1,2,3,5,10,,
3,10,10,10,4,1,2,9,9,9,,
10,10,10,10,4,2,3,6,1,5,,
10,10,6,10,10,3,2,5,1,8,,
1,6,4,9,10,3,5,2,8,7,,
10,10,10,10,3,2,1,4,10,10,,
10,10,10,10,10,3,10,2,10,1,,
2,6,10,10,10,1,3,5,4,10,,
10,6,8,9,1,3,2,7,5,4,,
4,5,10,10,10,1,2,6,3,10,,
7,3,5,10,4,2,10,8,6,1,,
