rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
8,10,11,7,2,1,6,4,5,3,12,9,Unknown,12.0
7,10,6,6,11,7,11,7,1,7,10,8,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,1,12,12,12,12,Unknown,
7,4,1,6,11,5,10,12,8,5,9,3,Unknown,
11,11,11,12,11,11,10,11,1,11,11,11,Unknown,
12,10,7,12,12,12,12,8,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
8,4,5,3,6,10,2,12,1,11,7,8,Unknown,
12,12,12,12,12,12,12,12,12,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
1,1,1,1,1,1,1,1,1,1,1,1,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,1,2,5,4,12,3,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,1,12,12,12,12,12,Unknown,
12,12,12,12,12,12,12,12,12,12,12,12,Unknown,
1,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
9,7,10,2,4,12,3,11,1,8,6,5,Unknown,
12,12,12,1,12,12,12,12,12,12,12,12,Unknown,
12,12,12,12,12,10,12,11,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
1,1,1,1,1,1,1,1,1,1,1,1,Unknown,
4,10,4,8,8,4,5,8,1,5,5,6,Unknown,
12,12,12,12,12,12,12,12,12,12,12,12,Unknown,
9,10,11,7,4,1,5,3,6,2,12,8,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,12,12,12,12,Unknown,
4,6,1,7,11,3,9,12,3,5,10,3,Unknown,
12,12,12,12,1,3,12,2,12,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,3,2,12,1,12,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
12,12,12,12,12,12,12,12,12,1,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
8,4,10,9,8,7,7,6,1,12,5,8,Unknown,
12,12,12,12,12,12,12,12,12,12,12,12,Unknown,
12,12,12,12,12,12,12,12,1,12,12,12,Unknown,
